from,to,action,p(s),frequency
0,0,5,0.41930835734870314,291
0,0,6,0.2665706051873199,185
0,0,4,0.1340057636887608,93
0,7,6,0.01585014409221902,11
0,7,4,0.001440922190201729,1
0,7,5,0.002881844380403458,2
0,37,6,0.025936599423631124,18
0,37,1,0.004322766570605188,3
0,67,6,0.001440922190201729,1
0,95,6,0.001440922190201729,1
0,47,9,0.01585014409221902,11
0,47,3,0.012968299711815562,9
0,47,7,0.002881844380403458,2
0,181,9,0.001440922190201729,1
0,141,10,0.007204610951008645,5
0,141,8,0.012968299711815562,9
0,141,2,0.010086455331412104,7
0,133,6,0.002881844380403458,2
0,133,5,0.004322766570605188,3
0,11,4,0.004322766570605188,3
0,215,6,0.004322766570605188,3
0,215,5,0.01585014409221902,11
0,215,4,0.001440922190201729,1
0,129,4,0.001440922190201729,1
0,8,3,0.001440922190201729,1
0,8,7,0.001440922190201729,1
0,8,9,0.001440922190201729,1
0,94,7,0.001440922190201729,1
0,112,4,0.001440922190201729,1
0,12,4,0.012968299711815562,9
0,179,10,0.001440922190201729,1
0,587,4,0.001440922190201729,1
0,587,5,0.001440922190201729,1
0,237,9,0.001440922190201729,1
0,492,2,0.001440922190201729,1
0,256,8,0.001440922190201729,1
1,1,7,0.5,10
1,1,9,0.05,1
1,1,3,0.1,2
1,5,7,0.1,2
1,43,5,0.05,1
1,3,6,0.05,1
1,322,3,0.05,1
1,60,3,0.05,1
1,60,7,0.05,1
2,8,7,0.018518518518518517,1
2,8,3,0.018518518518518517,1
2,2,3,0.05555555555555555,3
2,2,9,0.3148148148148148,17
2,2,7,0.18518518518518517,10
2,5,3,0.018518518518518517,1
2,5,7,0.05555555555555555,3
2,5,9,0.018518518518518517,1
2,57,3,0.037037037037037035,2
2,55,4,0.05555555555555555,3
2,55,5,0.018518518518518517,1
2,55,6,0.018518518518518517,1
2,54,7,0.018518518518518517,1
2,123,9,0.018518518518518517,1
2,123,7,0.05555555555555555,3
2,177,10,0.018518518518518517,1
2,314,7,0.018518518518518517,1
2,801,7,0.018518518518518517,1
2,87,7,0.018518518518518517,1
2,60,3,0.018518518518518517,1
3,1,7,0.03571428571428571,1
3,1,3,0.03571428571428571,1
3,68,6,0.07142857142857142,2
3,3,6,0.10714285714285714,3
3,3,4,0.07142857142857142,2
3,3,5,0.42857142857142855,12
3,43,5,0.07142857142857142,2
3,259,6,0.03571428571428571,1
3,158,6,0.03571428571428571,1
3,5,3,0.03571428571428571,1
3,48,8,0.03571428571428571,1
3,133,4,0.03571428571428571,1
4,3,4,0.5,1
4,3,6,0.5,1
5,2,7,0.02564102564102564,2
5,2,9,0.02564102564102564,2
5,5,9,0.2692307692307692,21
5,5,3,0.08974358974358974,7
5,5,7,0.2564102564102564,20
5,6,7,0.038461538461538464,3
5,8,3,0.01282051282051282,1
5,327,3,0.02564102564102564,2
5,196,7,0.0641025641025641,5
5,47,9,0.038461538461538464,3
5,56,7,0.05128205128205128,4
5,133,6,0.02564102564102564,2
5,133,5,0.01282051282051282,1
5,179,8,0.01282051282051282,1
5,0,6,0.01282051282051282,1
5,125,3,0.01282051282051282,1
5,125,7,0.02564102564102564,2
6,6,7,0.3333333333333333,6
6,6,3,0.1111111111111111,2
6,6,9,0.05555555555555555,1
6,5,3,0.05555555555555555,1
6,93,3,0.1111111111111111,2
6,2,7,0.05555555555555555,1
6,314,7,0.05555555555555555,1
6,406,7,0.1111111111111111,2
6,125,3,0.05555555555555555,1
6,94,7,0.05555555555555555,1
7,7,6,0.29152542372881357,86
7,7,5,0.25084745762711863,74
7,7,4,0.1864406779661017,55
7,0,6,0.04067796610169491,12
7,0,5,0.023728813559322035,7
7,0,4,0.006779661016949152,2
7,129,4,0.003389830508474576,1
7,137,5,0.003389830508474576,1
7,137,6,0.003389830508474576,1
7,91,2,0.013559322033898305,4
7,91,10,0.013559322033898305,4
7,91,8,0.006779661016949152,2
7,116,4,0.003389830508474576,1
7,141,2,0.003389830508474576,1
7,8,3,0.01694915254237288,5
7,8,9,0.01694915254237288,5
7,8,7,0.003389830508474576,1
7,214,6,0.013559322033898305,4
7,528,8,0.003389830508474576,1
7,177,10,0.003389830508474576,1
7,61,8,0.006779661016949152,2
7,11,4,0.061016949152542375,18
7,11,6,0.003389830508474576,1
7,47,9,0.003389830508474576,1
7,47,3,0.003389830508474576,1
7,5,9,0.003389830508474576,1
7,55,5,0.003389830508474576,1
7,55,4,0.003389830508474576,1
7,498,3,0.003389830508474576,1
8,2,3,0.012269938650306749,2
8,2,7,0.006134969325153374,1
8,8,3,0.24539877300613497,40
8,8,9,0.27607361963190186,45
8,8,7,0.1411042944785276,23
8,7,5,0.024539877300613498,4
8,7,4,0.024539877300613498,4
8,7,6,0.05521472392638037,9
8,95,6,0.006134969325153374,1
8,185,7,0.006134969325153374,1
8,186,9,0.018404907975460124,3
8,47,9,0.018404907975460124,3
8,47,7,0.012269938650306749,2
8,47,3,0.006134969325153374,1
8,87,7,0.006134969325153374,1
8,11,4,0.006134969325153374,1
8,689,1,0.006134969325153374,1
8,689,3,0.024539877300613498,4
8,54,7,0.049079754601226995,8
8,54,3,0.006134969325153374,1
8,743,3,0.006134969325153374,1
8,498,3,0.018404907975460124,3
8,498,9,0.006134969325153374,1
8,498,7,0.006134969325153374,1
8,181,7,0.006134969325153374,1
8,219,7,0.006134969325153374,1
9,9,1,0.8888888888888888,8
9,4,4,0.1111111111111111,1
10,10,6,0.42639257294429705,643
10,10,5,0.1929708222811671,291
10,10,4,0.19363395225464192,292
10,11,5,0.04111405835543767,62
10,11,6,0.004641909814323607,7
10,14,6,0.001326259946949602,2
10,15,4,0.01790450928381963,27
10,15,5,0.013925729442970823,21
10,15,6,0.042440318302387266,64
10,12,6,0.001326259946949602,2
10,12,5,0.004641909814323607,7
10,29,5,0.001326259946949602,2
10,29,4,0.001989389920424403,3
10,29,6,0.005305039787798408,8
10,168,6,0.0033156498673740055,5
10,168,4,0.000663129973474801,1
10,168,5,0.000663129973474801,1
10,223,5,0.000663129973474801,1
10,223,6,0.000663129973474801,1
10,54,9,0.001326259946949602,2
10,404,2,0.001326259946949602,2
10,416,5,0.000663129973474801,1
10,416,6,0.000663129973474801,1
10,416,4,0.000663129973474801,1
10,505,9,0.000663129973474801,1
10,578,9,0.004641909814323607,7
10,578,7,0.002652519893899204,4
10,578,3,0.004641909814323607,7
10,21,5,0.000663129973474801,1
10,21,6,0.002652519893899204,4
10,21,4,0.000663129973474801,1
10,59,6,0.000663129973474801,1
10,59,5,0.000663129973474801,1
10,399,5,0.003978779840848806,6
10,399,6,0.002652519893899204,4
10,399,4,0.001326259946949602,2
10,244,5,0.000663129973474801,1
10,226,6,0.000663129973474801,1
10,74,5,0.002652519893899204,4
10,61,10,0.000663129973474801,1
10,111,5,0.000663129973474801,1
10,96,10,0.000663129973474801,1
10,503,2,0.003978779840848806,6
10,503,10,0.000663129973474801,1
10,503,8,0.000663129973474801,1
10,219,9,0.000663129973474801,1
10,184,5,0.000663129973474801,1
10,857,4,0.000663129973474801,1
10,164,6,0.000663129973474801,1
10,865,5,0.000663129973474801,1
11,11,6,0.30328738069989397,858
11,11,5,0.28207847295864263,798
11,11,4,0.20572640509013787,582
11,12,5,0.02863202545068929,81
11,12,6,0.029338989042064334,83
11,12,4,0.01343230823612584,38
11,54,9,0.011311417462000707,32
11,54,3,0.007776599505125486,22
11,54,7,0.002474372569812655,7
11,59,5,0.00494874513962531,14
11,59,4,0.0007069635913750442,2
11,59,6,0.0014139271827500884,4
11,61,2,0.009544008483563097,27
11,61,8,0.005655708731000354,16
11,61,10,0.008130081300813009,23
11,74,6,0.003534817956875221,10
11,74,4,0.0014139271827500884,4
11,74,5,0.002474372569812655,7
11,111,6,0.002474372569812655,7
11,111,4,0.0021208907741251328,6
11,111,5,0.0042417815482502655,12
11,116,5,0.0014139271827500884,4
11,116,6,0.0021208907741251328,6
11,116,4,0.0007069635913750442,2
11,87,3,0.0003534817956875221,1
11,87,9,0.0003534817956875221,1
11,149,4,0.0010604453870625664,3
11,10,4,0.019088016967126194,54
11,10,6,0.003888299752562743,11
11,56,3,0.0007069635913750442,2
11,56,9,0.0014139271827500884,4
11,243,4,0.0007069635913750442,2
11,251,5,0.0042417815482502655,12
11,251,6,0.0003534817956875221,1
11,251,4,0.0003534817956875221,1
11,29,6,0.0003534817956875221,1
11,29,4,0.0003534817956875221,1
11,184,5,0.002474372569812655,7
11,184,6,0.002474372569812655,7
11,184,4,0.0003534817956875221,1
11,195,10,0.0003534817956875221,1
11,7,5,0.00989749027925062,28
11,331,5,0.0003534817956875221,1
11,129,5,0.0007069635913750442,2
11,13,6,0.0003534817956875221,1
11,13,5,0.0003534817956875221,1
11,13,4,0.0003534817956875221,1
11,15,4,0.0021208907741251328,6
11,15,6,0.0003534817956875221,1
11,438,6,0.0003534817956875221,1
11,438,4,0.0003534817956875221,1
11,137,5,0.0003534817956875221,1
11,244,6,0.0003534817956875221,1
11,433,6,0.0003534817956875221,1
11,8,9,0.0014139271827500884,4
11,91,10,0.0007069635913750442,2
11,0,5,0.0010604453870625664,3
11,21,6,0.0007069635913750442,2
11,21,4,0.0003534817956875221,1
11,528,8,0.0003534817956875221,1
11,96,8,0.0003534817956875221,1
11,215,5,0.0003534817956875221,1
11,221,5,0.0007069635913750442,2
11,112,5,0.0010604453870625664,3
11,90,10,0.0003534817956875221,1
11,639,9,0.0003534817956875221,1
11,587,6,0.0003534817956875221,1
